ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
656,General,Christ Hampilos Property - Letort Rd.,"Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,Melissa,
658,General,Hampton Chase (Formerly Hampton Village),"Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,Melissa,
659,General,"Hanna, Fayez - 890 Centerville Rd.","Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,,
660,General,Harrisburg Pike Animal Clinic,"Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,Melissa,
661,General,Harris Savings Bank - Western Corners,"Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,Melissa,
662,General,Mel harry Subdivision,"Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,Melissa,
664,General,Melvin Harry - East Petersburg,"Admin Building,Vault,Completed & Closed,3",,01/01/1980,01/01/1980,Melissa,
665,General,Heagy Meats,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
666,General,Hearthstone,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
667,General,James F. Heinly Subdivision,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
668,General,Hempfield Animal Hospital - Dr. William L. Edkin,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
669,General,Hempfield Brethren in Christ Church,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
670,General,Hempfield Center,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
671,General,Hempfield Commons,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
672,General,"Hempfield Green - Eastern Half, Section 5- Pete Shirk","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
673,General,Hempfield Green Farmhouse Townshouses,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
674,General,Hempfield High School - Concession Stand,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
675,General,Hempfield School District - East Petersburg Elementary School,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
676,General,Hempfield School District - Farmdale Elementary,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
677,General,Hempfield School District - maintenance Facility,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
678,General,Hempfield School District - Middle School,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
679,General,Hempfield Square Assoc. Shopping Center,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
680,General,Hempfield Trailer Park - Terry Kline,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
681,General,Hempfield United Methodist Church,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
682,General,Hempland Rd - Lot #3,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
683,General,Hempland Wharehouse,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
684,General,Hempland Warehouse - Lot #2 & 3 - High Real Estate. Bob Redcay,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
685,General,Herley Industries Land Develop.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
686,General,"Herr, Dennis (Subdivision on Stony Battery Rd.)","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
687,General,"Hershberger, Douglas (6140 Carpenter St., East Petersburg)","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
688,General,"Hershberger, Douglas & Julette (6150 Carpenter Street, East Petersburg)","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
689,General,Hershey Chocolate,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
690,General,Norman L. Hess - Subdivision Lot 2 & 3 on Valley Rd. (MHT/OakHill),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
691,General,"Hess, Randall (subdivision)","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
692,General,Hess Station #38441,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
693,General,Hess Subdivision,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
694,General,Hewi Land Development (Ralph Amstutz - Raymond Miller),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
695,General,Hidden Acres - Future Dev.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
696,General,High Associates Warehouse - Links & Nolt Roads,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
697,General,"High Assoc. - Bldg. 106, Running Pump Rd.","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
698,General,"High Construction - Industry Drive, Bldg. 35","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
699,General,Highland Common Park - Apt. & Comm.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
700,General,"Highland Green Estates - Lot 107, Links Ave.","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
701,General,Highland Green Estates - Section IV (spill over from 1st folder),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
702,General,Highland Park - Shirk,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
703,General,Hilltop Farm,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
704,General,Hilltop Farm - Phase I,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
705,General,Hilltop Farm - Phase II,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
706,General,Hilltop Farm Development - Pete Slaugh IIA + IIB,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
707,General,Hilltop Farm - Phase III,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
708,General,Hilltop Farms - Phase IV,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
709,General,Hilltop Farms - Phase V,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
710,General,Suzanne Hinerdeer,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
711,General,A.H. Hoffman,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
712,General,Hoffman Heights,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
713,General,Homebuilders Assn. of Lancaster County,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
714,General,Homefields,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
715,General,Homestead Village Barn Renovation,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
716,General,Homestead Village - Church of the Apostles,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
717,General,Homefinders Inc.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
718,General,3277 Horizon Dr. Lot# 14,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
719,General,Horizon Drive Subdivision,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
720,General,Hospice of Lancaster County,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
721,General,Hospice of Lancaster County,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
722,General,"Howard Robson, Inc.","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
723,General,HSI Corporation G.P. Devery Eng.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
724,General,Hunters Path (formerly Rohrer - Hershey Tract),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
725,General,"Hurst, Bradley L. Subdivision","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
726,General,"900 Kreps Rd. - Hess, Richard","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
727,General,Kreider Dairy Restaurant Expansion,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
728,General,Kraft Funeral Home,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
729,General,Kenneth Kneisley Tract,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
730,General,"Knarr, Daniel R. - 636 Bean Hill Rd. (residence)","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
731,General,Kline&#039s Septic Service,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
732,Financial,Kline&#039s Family Partnership,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
733,General,Lisa & Douglas Kline of Marietta Ave.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
734,General,Serena A. Kirchner Inc.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
735,General,Kingdom Buffet - 1306 - 1308 Lititz Pike (MHT),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
736,General,Willis A & Rhoda E Kilheffer,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
737,General,Elizabeth Kilhefner Subdivision,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
738,Financial,"Keystone Trailers, Inc. -1657 Rohrerstown Rd.","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
739,General,Keystone Industrial Dev.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
740,General,Kenton Rd.,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
741,General,Kenilworth Court (was Constitution Square South),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
742,General,Keen Truck Rental,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
743,General,Kasun Tract,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
744,General,Douglas & Lynn Kann -  E. Pete,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
745,General,"Kane, Gregory - Washington Boro Lots","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
746,General,Judie Lane Apartments,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
747,General,"Johnson, Tom - Subdivision","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
748,General,Jack A. Johnson Tract - W. Hempfield (Ridgeview Estates),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
749,General,Ivy Ridge Apartments,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
750,General,Ivy Drive,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
751,General,Ironstone Ridge Road Develop. (Colonial Realty),"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
752,General,Indian Springs Estate,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
753,General,Richard H. Hynicka (W. Hemp. Twp.) off Druid Hill,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
754,General,"Hynicka, Richard (residence)","Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
755,General,Hydro-Kirby Agri - Warehouse Addition,"Admin Building,Vault,Completed & Closed,4",,01/01/1980,01/01/1980,Melissa,
756,General,Lancaster Airport Authority,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
757,General,Lancaster Apartments,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
758,General,Lancaster Cold Storage,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
759,General,Lancaster Country Club - Guy Lanza,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
760,Financial,Lancaster County Motors,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
761,General,Lancaster Counseling Center,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
762,General,Lancaster Development Co. - Building 68 (running pump rd.),"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
763,General,Lancaster Development Co. - Bldg. 99,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
764,General,Lancaster Evangelical Church of the Holy Spirit,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
765,General,Lancaster General Hospital - Lancaster Health Campus,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
766,General,Lancaster General Hospital - Mothers & Babies Hospital Proj.,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
767,General,"Lancaster Press, Inc. - Hempland Rd.","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
768,General,Lancaster Toyota,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
769,General,"Lancaster Toyota, Inc.","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
770,General,Lancaster Toyota Land Develop,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
771,General,Lancaster Toyota - Mazda Body Shop,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
772,General,Lancaster Ultra Graphics,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
773,General,"Lancaster Warehouse - #3, Sycamore South","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
774,General,Landisville Apts. - Phase II,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
775,General,Lanco Field Home,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
776,General,Landis Homes - Childe Daycare,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
777,General,Landisville Apartments,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
778,General,Landisville Mennonite Church,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
779,General,"Larsen, Sandra","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
780,General,Laurelfield Subdivision,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
781,General,Laser Dome - Joe Inslee,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
782,General,"Lawrence, Bruce & Karen (721 S.18th St., Columbia)","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
783,General,"Linda Lease - 3409 Blue Rock Rd., Lanc. PA 17603","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
784,General,"Lehr, Bruce C.","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
785,General,"Leisure Lanes, Inc.","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
786,General,Stephen J. Lepore - Concordia Rd.,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
787,General,"Lewis, Rollin R. & Dewliia R. (residence)","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
788,General,Lift-All - Lot 8 Olde Forge Crossing Indust.,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
789,General,Lincoln West Associates,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
790,General,Sam Lombardo Land Develop.,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
791,General,Lot 110 RPM - 961 Stony Battery,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
792,General,Lowes of West Lancaster,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
793,General,"Lownsbery - Property 85 Mill Street, Washington Boro","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
794,General,"279 Main St, Landisville","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
795,General,Maison Rouge Bed & Breakfast (Rodney Petrocci - 2236 Marietta Ave),"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
796,General,Mallard Landing,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
797,Financial,Manheim Auto Mall,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
798,General,Manheim Township Flory Mill Rd. Extension,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
799,General,Manheim Township Police Station Additions,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
800,General,Manor Corporate Center,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
801,General,Manor Brethern in Christ Church,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
802,General,Manor Oaks Remaining Lands (Phase 6 / Section 1),"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
803,General,222 Manor Street South,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
804,General,Manor Township Sewer Extention,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
805,General,Manor Township,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
806,General,Manor Township Municipal Bldg.,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
807,General,Manor West Commons,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
808,General,Mar-grow Corporation,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
809,General,Mariani Enterprises,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
810,General,"Phares,  Martin (Mill Mar Hills)","Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
811,General,Marietta Avenue Townhouses,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
812,General,MAST Lot - 678 Steinman Ct.,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
813,General,Mattress Warehouse,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
814,General,The Meadows - Phase 3,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
815,General,The Meadows - Phase 4,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
816,General,Marietta Lot #1 - Medical Offices (Lockey Ave),"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
817,General,McDonald&#039s (Wellesley Rd & Columbia Ave),"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
818,General,The Meadows,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
819,General,The Meadows - Phase II,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
820,General,Meadows Edge - Section 1-D,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
821,General,Mearig-Kia,"Admin Building,Vault,Completed & Closed,5",,01/01/1980,01/01/1980,Melissa,
822,General,"Michaels, James K. (residence, 370 Sylvan Retreat Rd)","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
823,General,Midstate Orthopedics,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
824,General,Mil-Mar Hills (remaining Land),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
825,General,Millcreek Manor (Formerly Quarry Ridge),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
826,General,David Miller/Assoc.  Tract BTW Rt. 30 & Marietta Ave,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
827,General,Michael M. Miller -  37 College Ave. Rear,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
828,General,"Miller Road Tract - 2525 Miller Rd., E. Pete","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
829,General,Miller Road Tract,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
830,General,Miller Tract,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
831,General,Millers Run,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
832,General,Millersville Brethren Church in Christ Church,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
833,General,Millersville Rd. - Mauerer - Concept 100,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
834,General,Moove In Self Storage (103 Stone Mill Rd),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Adm Asst,
835,General,Mountville Laundromat,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
836,General,Mula - 1561 Stony Battery Rd,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
837,General,Alvin & Drew Mummau,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
838,General,"Alvin & Drew Mummaw, Inc.","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
839,General,Murphy Mini Storage Units,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
840,General,Richard B. Murry,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
841,General,Murry Ridge,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
842,General,Elmer S. Musser (Ivy Drive),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
843,General,Emma H. Musser - W. Hempfield Twp.,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
844,General,Musser Farm Tract WHT (Stony Battery Rd.),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
845,General,Steve Musser Subdivision,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
846,General,M X L Industries (addition),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
847,General,"Myers, Greg T. (1609 Wilson Ave)","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
848,General,Nardo Tract - Off Running Pump (RT. 23 & 30),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
849,General,National Computer Systems,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
850,General,Naumann Subdivision,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
851,General,Donald Needham,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
852,General,"Neff, David","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
853,General,"Neff, David L. (Hershey Mill)","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
854,General,"Nicholas, Daniel ( 181 Cooper Ave)","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
855,General,NICHIA America Corp.,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
856,General,Nissin Foods,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
857,General,Nittany Bldg. Specialties (Old Rohrerstown Rd.),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
858,General,Noll Drive - Lots 4 & 5 (Medical Office Bldgs.),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
859,General,Oak Leaf Manor North,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
860,General,Oak Leaf Manor North,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
861,General,Olde Forge Crossing - Lot #5 (McFarland Drive),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
862,General,Olde Forge Industrial Tract - Lot #7 Herr Industrial Tract,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
863,General,George W. & Arlene M Opp - J. Haines Shertzer Assoc.,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
864,General,Oakwood Terrace,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
865,General,Olde Forge Industrial Tract - Lot # 6 - Warwick Machine,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
866,General,Orkney Road Tract,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
867,General,PAI Corp. - Adult Daycare Facility,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
868,Capital Projects,Oyster Point Family Medical Center - 3045 Marietta Ave,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
869,General,"Parker, Homer L. Sr. & Nancy R. (Residence 1312 Bamford Ave. Landisville)","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
870,General,"3113 Parker Drive, E. Hemp. Twp.","Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
871,General,Parklawn (Oreville Rd.),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
872,General,Parklawn - Phase II,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
873,General,Park Place,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
874,General,Parklawn Estates - Lots 81-86,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
875,General,Parkside Green - Section 1,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
876,General,Parkside Green - Section II,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
877,General,Parkside Estates,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
878,General,Park Woods (W. Hempfield Twp. Park),"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
879,General,Parkside Estates - Lot 106,"Admin Building,Vault,Completed & Closed,6",,01/01/1980,01/01/1980,Melissa,
