PID, Project, Res_Type, Res_Amount, User_Type, Treatment_Location, Phase, Contact_To, Notes, Escrow_Refund, Project_Complete, PumpStation, Utility, D_Contact, E_Contact, Required, OpenDate, EscrowFile, LastUpdate, Status, GISID, E_Name, D_Name, Municipality
"207","Papetti Holding Co Tract","IDU","80","R","LASA","Capacity","Developer","Set up this old Project #98-99 in PDM to show Reservation of Capacity.

Comments by:Melissa Paules 1/9/2008 11:46:42 AM
------------------------------------------------------------
Renewed Capacity Reservation 01-23-07, Check #9721, $8000.00 for 80 IDU&#039s
Renewed Capacity Reservation 01-09-08, Check #10468 $8000.00 for 80 IDU&#039s

Comments by:Melissa Paules 1/9/2008 11:50:34 AM
------------------------------------------------------------
We have not received a plan submission at this point so the project information will not be completed until we can see what this project is. (Zoned Industrial but they want to change to Residential)
Comments by:Scot Fertich 1/30/2008 11:16:34 AM
------------------------------------------------------------
12/10/08  
Sent Notice of Capacity Reservation Expiration - Expiration is 1/24/09, 80 IDU&#039s 

Comments by:Melissa Paules 12/10/2008 3:40:31 PM
------------------------------------------------------------",,,"26","2","Stephen Papetti",,"Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-01-09","98099","2012-12-17","Open","2900155400000","N/A","Papetti Holding Co","EAST HEMPFIELD TOWNSHIP"
"209","1111 Erbs Quarry Road (Paul Brown)","IDU","1","R","LASA","Closeout","Engineer","The design has to be modified due to a conflict with the existing lateral for the Daycare Center.
Comments by:Mike Williams 1/21/2008 3:15:05 PM
-----------------------------------------------------------
Retaining $3,584.00 of Financial Security for warranty period. Returning $20,313.50 Check #2500

Comments by:Melissa Paules 10/1/2008 9:10:12 AM
------------------------------------------------------------
Construction of the house is not started as of 3 Feb 09.
Comments by:Mike Williams 2/3/2009 11:11:41 AM
------------------------------------------------------------
ADDRESS CHANGED PER MANHEIM TWP LETTER 01/06/12
TO:  640 SNYDER RD., LITITZ PA  17543

Comments by:Melissa Paules 1/24/2012 11:55:11 AM
------------------------------------------------------------",,,"7","4","Paul M. Brown","Linda Michels","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2008-01-17","05466","2012-05-02","Open","3906064800000","David Miller Associates, Inc.","Paul M. Brown","MANHEIM TOWNSHIP"
"210","Hempfield Crossing Phase 2","IDU","59","R","LASA","Construction","Engineer","Created a Phase 2 PDM file to carry 59 IDU&#039s for paid Capacity Reserve of a total of 81 IDU&#039s for complete project of Hempfield Crossing . We are currently working on Phase 1, using 22 IDU&#039s. 

Comments by:Melissa Paules 2/1/2008 11:55:22 AM
------------------------------------------------------------
Capacity Reserve for 81 IDU&#039s was paid 02/15/07.
22 IDU&#039s for Phase 1
59 IDU&#039s for Phase 2

Comments by:Melissa Paules 4/14/2008 12:16:05 PM
------------------------------------------------------------
Received $1,000 for Plan Review for Phase 2 of Hempfield Crossing. 
Created project folder for money and paperwork.  Will forward to Fran to Deposit then to Scot to complete project requirements and review and comment.


Comments by:Melissa Paules 10/9/2008 11:52:42 AM
------------------------------------------------------------
Paid $7,400.00 Ck #198 for total of 74 IDU&#039s
Capacity Reservation Renewal
Phase 1 @ 15 IDU&#039s  and  Phase 2 @ 59 IDU&#039

Comments by:Melissa Paules 2/11/2009 2:49:18 PM
------------------------------------------------------------

Comments by:Melissa Paules 2/11/2009 3:31:37 PM
------------------------------------------------------------",,,"31","2","Brent O Stoltzfus","Julianne Stile","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2008-02-01","08653","2014-01-08","Open","2906901800000","Rettew Associates, Inc.","Stony Battery Road Associates LLC","EAST HEMPFIELD TOWNSHIP"
"211","Parkfield - Phase 3","IDU","55","R","LASA","Construction","Engineer","02-04-08  Rec&#039d $1,000.00 Escrow for Plan Review (of Phase 3). Will forward to Fran for deposit, then to Scot for review and comment.

Comments by:Melissa Paules 2/11/2008 10:02:05 AM
------------------------------------------------------------
CAPACITY RESERVED AS A CONDITION OF THE BLUEROCK UPGRADE AGREEMENT
Comments by:Scot Fertich 2/14/2008 10:27:29 AM
------------------------------------------------------------",,,"2","1","Glen Esbenshade","Al Olah","Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2008-02-11","08624","2014-04-21","Open",,"Rettew Associates, Inc.","Fieldcrest Associates","MANOR TOWNSHIP"
"212","Old Delp Road Drainage Improvements","IDU","0","R","N/A","Closeout","Engineer","Rec&#039d $1000.00 Escrow for Plan Review of Drainage Improvements in easement areas.
Will forward to Fran to deposit, then to Scot for Review and Comment.

Comments by:Melissa Paules 2/20/2008 12:29:54 PM
------------------------------------------------------------",,,"33","4","Heath M Machamer PE","Heath M Machamer PE","Development Review Fee","2008-02-20","08625","2009-09-21","Open",,"David Erb Contractors Inc","David Erb Contractors Inc","MANHEIM TOWNSHIP"
"213","Laurelfield","IDU","16","R","LASA",,"Engineer",,,,"37","4",,"Scott M Rights PE",,"2008-02-25","03347","2009-09-22","Open",,"Steckbeck Engineering and Surveying Inc","School Lane Associates","MANHEIM TOWNSHIP"
"214","RLPS Architects Office Bldg","GPD","938","C","Lancaster City","Construction","Engineer","2/22/08 Rec&#039d Application for Connection w/$225 Escrow check. Will forward to Fran to deposit $, then to Scot for review and comment.

Comments by:Melissa Paules 2/26/2008 1:28:25 PM
------------------------------------------------------
3/28/08  Rec&#039d Request for Reservation of Sewer Capacity Application for 938/gpd with Check #6050 for $394.00 (Actual amount s/b $393.96, 938/gpd @ $.42 per gpd per year)
Application w/payment was approved 4/1/08 as submitted.


Comments by:Melissa Paules 4/2/2008 4:04:16 PM
------------------------------------------------------------",,,"37","4","Craig Kimmel","Denise M. Dohner","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2008-02-26","08626","2013-04-11","Open","3904796500000","Harbor Engineering, Inc.","RLPS Architects","MANHEIM TOWNSHIP"
"215","Nolt, Frank (lot @ 1023 Fruitville Pk)","IDU","0","R","N/A","Approval","Engineer","2/25/08 Rec&#039d Application for Connection w/$225 Escrow check. Will forward to Fran to deposit $,then to Scot for review and comment.

Comments by:Melissa Paules 2/26/2008 1:33:56 PM
------------------------------------------------------------",,,"34","4","Frank Nolt","Mark Deimler","Rights of Way Received, Indemnification Needed","2008-02-26","08627","2009-09-21","Open",,"Strausser Surveying & Engineering, Inc.","Frank Nolt","MANHEIM TOWNSHIP"
"216","Bucher Elementary School addition","GPD","827","C","LASA","Closeout","Engineer","3/13/08 Rec&#039d Application for Connection w/$225 Escrow check, will forward to Fran to deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 3/14/2008 12:03:04 PM
------------------------------------------------------------
04/23/08  Rec&#039d Application for Connection with Revised Capacity Calculation.
Also Received $1000 Escrow check for Plan Review. Will forward to Fran to deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 4/24/2008 11:42:25 AM
------------------------------------------------------------
NOTE THAT THIS PROJECT WILL HAVE A WATER REUSE SYSTEM  AND THE REUSE WATER WILL NEED TO BE MEASURED FOR INCLUSION ON THE MONTHLY SEWER BILLS
Comments by:Scot Fertich 4/30/2008 10:46:34 AM
------------------------------------------------------------
Received a revised plan showing realignment of the sewer lines. Approval of the drawings has been rescinded until we can review the revised drawings,
Comments by:Scot Fertich 10/22/2008 3:26:25 PM
------------------------------------------------------------

Comments by:Melissa Paules 12/17/2008 1:32:32 PM
------------------------------------------------------------",,,"7","4","Doug Rohrbaugh","Julianne Stile","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-03-14","08628","2010-04-26","Open","3902856200000","Rettew Associates, Inc.","Crabtree Rohrbaugh & Assocs Architects","MANHEIM TOWNSHIP"
"217","1219 Stevens St - from Septic to Sewer","IDU","0","R","LASA","Capacity","Developer","4/1/08 Rec&#039d Application for Connection w/$225 Escrow check. Will forward to Fran to deposit $, then to Scot for review and comment.

Comments by:Melissa Paules 4/2/2008 11:29:51 AM
------------------------------------------------------------",,,"31","5","Ryan Hess","None","Indemnification Needed","2008-04-02","08629","2009-09-21","Open","2902729200000","None","Ryan Hess","EAST HEMPFIELD TOWNSHIP"
"218","Bent Creek Tennis Court / Pro Shop","GPD","0","C","LASA","Closeout","Developer","04/03/08 Rec&#039d Application for connection & $225/escrow check. Will forward to Fran to deposit $, then to Scot for review and comment.


Comments by:Melissa Paules 4/4/2008 11:07:42 AM
------------------------------------------------------------
Circulated folder to MLehman and KSingleton for comments
Comments by:Scot Fertich 4/21/2008 9:26:09 AM
------------------------------------------------------------
Rec&#039d $1,000/escrow for Plan Review w/2 Plan sets.

Comments by:Melissa Paules 7/10/2008 8:16:37 AM
------------------------------------------------------------",,,"7","4","Daryl Herr","D. Miller","Financial Security Required, Development Review Fee, Final Plan Approval, Shop Drawing Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-04-04","08630","2011-08-11","Open","3906003800000","David Miller Associates, Inc.","Hogan & Herr Builders, LLC","MANHEIM TOWNSHIP"
"219","Newcomer, Earl & Ruth Subdivision","IDU","1","R","LASA","Closeout","Engineer","04/03/08 Rec&#039d Application for Connection w/$225.00 Escrow, will forward to Fran to Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 4/4/2008 12:06:09 PM
------------------------------------------------------------
05-20-08  Rec&#039d check #3008 $500.00 for plan review. Will forward to Fran to deposit then to Scot for review and comment.

Comments by:Melissa Paules 5/20/2008 3:19:49 PM
------------------------------------------------------------",,,"3","4","Earl Newcomer","William Cromleigh","Reservation Required, Development Review Fee, Final Plan Approval, Indemnification Needed, Escrow Refunded, Project Complete & Closed","2008-04-04","08631","2012-09-07","Open","4105638000000","Diehm & Sons, Inc.","Earl L. & Ruth B. Newcomer","MANOR TOWNSHIP"
"220","Kline&#039s Services, Inc. - Office Building","GPD","0","C","LASA","Closeout","Engineer","04/04/08 Rec&#039d Application for Connection w/$225 Escrow check #58169. Will forward to Fran to Deposit $ and then to Scot for Review and Comment.

Comments by:Melissa Paules 4/7/2008 2:17:07 PM
------------------------------------------------------------",,,"14","2","Dave Kline","Matthew Williard","Financial Security Required, Development Review Fee, Final Plan Approval, Planning Module Approved, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-04-07","08632","2010-03-22","Open","2903563700000","Light-Heigel & Associates, Inc (Palmyra Office)","Kline&#039s Services, Inc.","EAST HEMPFIELD TOWNSHIP"
"221","Brethren Village Maintenance Bldg on east side","GPD","0","C","Lancaster City","Closeout","Engineer","It was decided today to OPEN A NEW PROJECT FOLDER for the Maintenance Shed. 
No Application for Connection was submitted.
As Per Scot Fertich 04/07/08

Comments by:Melissa Paules 4/7/2008 3:39:29 PM
------------------------------------------------------------

Comments by:Melissa Paules 4/7/2008 3:39:45 PM
------------------------------------------------------------",,,"40","4","Gary Gaissert","Joel C. Gibbel PE","Development Review Fee, Final Plan Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-04-07","08633","2010-05-17","Open","3905515900000","Derck & Edson Associates","Brethren Village","MANHEIM TOWNSHIP"
"222","Cheswicke Towne Center - Commercial","GPD","0","C","N/A","Closeout","Engineer","Rec&#039d Application for Connection 04/03/08 and $225 Escrow submitted 04/07/08. Will forward to Fran to Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 4/8/2008 8:50:41 AM
------------------------------------------------------------
This project is Mixed Use - part Commercial, part Residential
This is the Commercial Capacity File.

Comments by:Melissa Paules 4/22/2008 9:48:29 AM
------------------------------------------------------------",,,"34","6","James A Nardo Sr","Mel Chiodo",,"2008-04-08","08634","2009-09-21","Open",,"Buchart Horn Inc - Baltimore MD Office","James A Nardo Sr","EAST HEMPFIELD TOWNSHIP"
"223","Kline&#039s Services, Inc. - Food to Fuel Building","GPD","0","I","LASA","Closeout","Engineer","04/09/08  Rec&#039d Application for Connection w/$225 Escrow, will forward to Fran to Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 4/10/2008 9:34:17 AM
------------------------------------------------------------",,,"14","2","Dave Kline","Steven P. Gergely","Financial Security Required, Development Review Fee, Final Plan Approval, PA DEP Approvals, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-04-10","08635","2010-03-22","Open","2903563700000","Harbor Engineering, Inc.","Kline&#039s Services, Inc.","EAST HEMPFIELD TOWNSHIP"
"224","Lancaster General Focused Expansion at Women & Babies Hospital","GPD","0","I","LASA","Closeout","Engineer","04/15/08 Received Application for Connection w/$225 Escrow amount, will forward to Fran to deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 4/16/2008 9:06:59 AM
------------------------------------------------------------

Comments by:Melissa Paules 4/16/2008 9:14:32 AM
------------------------------------------------------------",,,"7","4","Joseph Puskar","Jeffrey W. Sweater","Financial Security Required, Development Review Fee, Final Plan Approval, PA DEP Approvals, Escrow Refunded, Project Complete & Closed","2008-04-16","08636","2010-05-17","Open","2901844900000","ELA Group, Inc.","Lancaster General Hospital","EAST HEMPFIELD TOWNSHIP"
"225","Hess 3868 Columbia Avenue - Residential","IDU","4","R","LASA","Closeout","Engineer","Mixed use project. 
This file was opened to track the Capacity Reserve for the 4 Residential IDU&#039s.

All other records are under the Commercial project of same name.

Comments by:Melissa Paules 4/16/2008 11:17:23 AM
------------------------------------------------------------",,,"2","4","Frank Hess","Steven P. Gergely","Reservation Required","2008-04-16","05519","2009-09-22","Open","4104567300000","Harbor Engineering, Inc.","Hess, Frank","MANOR TOWNSHIP"
"226","Worthington (Rockview) Subdivision - Commercial","GPD","1955","C","Lancaster City","Construction","Engineer","***NOTE***
THIS IS MIXED USE PROJECT.
RECORDS SHALL BE IN THE RESIDENTIAL PORTION INCLUDING THE TRACKING OF CAPACITY RESERVE FOR THE 261 RESIDENTIAL IDU&#039S

CREATED THIS FILE WITH SAME NUMBER TO TRACK CAPACITY RESERVE FOR THE 1,955 GPD COMMERCIAL PORTION.


Comments by:Melissa Paules 4/16/2008 12:30:33 PM
------------------------------------------------------------",,,"37","4","Jeff Rutt","Amy Kanarr Naugle PE","Reservation Required, Shop Drawing Approval","2008-04-16","06535","2011-05-16","Open","3901718600000","RGS Associates, Inc.","Keystone Custom Homes","MANHEIM TOWNSHIP"
"227","Young, Steven & Jennifer","IDU","1","R","LASA",,"Developer","NO ESCROW for this Project.  

This file is to track the Capacity Reserve for 1 IDU at:
3212 Grande Oak Place, Lot 33
Lancaster, PA  17601


Lateral previously Installed, Timberlaine Development 
See MAP WA15-12C
Station = 072, L = 39, D = 11
US = TMBL-8
DS = TMBL-7

Comments by:Melissa Paules 4/17/2008 9:30:47 AM
------------------------------------------------------------",,,"7","2","Steven Young","None","Reservation Required","2008-04-17","000","2008-04-17","Open","3005819300000","None","Young, Steven & Jennifer","WEST HEMPFIELD TOWNSHIP"
"228","Dairy Road Site Subdivision","GPD","0","C","N/A","Closeout","Engineer","04/17/08  Rec&#039d Application for Connection w/$225 Escrow, will forward to Fran to deposit $, then to Scot for Review & Comment.

Comments by:Melissa Paules 4/17/2008 2:46:28 PM
------------------------------------------------------------",,,"34","6","Glenn Frill","Julianne Stile","Escrow Refunded, Project Complete & Closed","2008-04-17","08637","2011-08-11","Open",,"Rettew Associates, Inc.","Glenn Frill","EAST HEMPFIELD TOWNSHIP"
"229","Penn Cinema Expansion","GPD","0","C","N/A","Closeout","Engineer","04-18-08  Rec&#039d Application for Connection w/$225 Escrow. Will forward to Fran to deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 4/21/2008 3:50:04 PM
------------------------------------------------------------",,,"34","4","Penn Ketchem","Lawrence R Prescott","Development Review Fee, Escrow Refunded, Project Complete & Closed","2008-04-21","08638","2011-06-06","Open",,"Professional Design & Construction, Inc.","Penn Cinema Management Company, LLC","MANHEIM TOWNSHIP"
"230","Cheswicke Towne Center - Residential","IDU","0","R","N/A","Closeout","Engineer","04-07-08 Rec&#039d Application for Connection w/$225 Escrow amount for Mixed Use - part Commercial, part Residential.  This is the Residential Capacity file.


Comments by:Melissa Paules 4/22/2008 9:47:20 AM
------------------------------------------------------------",,,"34","6","James A Nardo Sr","Mel Chiodo",,"2008-04-22","08634","2009-09-21","Open",,"Buchart Horn Inc - Baltimore MD Office","James A Nardo Sr","EAST HEMPFIELD TOWNSHIP"
"231","1573 Linden Ave Lot","IDU","1","R","Lancaster City","Closeout","Developer","5/1/08  Rec&#039d Application for Connection w/$225 Escrow. Will forward to Fran to Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 5/1/2008 12:16:46 PM
------------------------------------------------------------
6/13/08  Reserved Capacity by payment of the tapping fee.
Issued Permit #32079
Comments by:Melissa Paules 6/16/2008 2:03:39 PM
------------------------------------------------------------",,,"37","4","Jon Warner","None","Reservation Required, Indemnification Needed, Escrow Refunded, Project Complete & Closed","2008-05-01","08639","2012-09-07","Open","3907783700000","None","Jon Warner Homes Inc","MANHEIM TOWNSHIP"
"232","Miller J.A. & W.N. Family Limited Partnership","IDU","0","R","N/A","Closeout","Engineer","05-13-08  Rec&#039d Application for Connection w/$225.00 Escrow check. Will forward to Fran to Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 5/15/2008 11:05:41 AM
------------------------------------------------------------",,,"33","6",,"Kathleen Wulfkuhle",,"2008-05-15","08640","2009-09-21","Open",,"Strausser Surveying & Engineering, Inc.","Miller, J.A. & W.N. Family Limited Partnership","RAPHO TOWNSHIP"
"233","Wheatland Federal Credit Union","GPD","238","C","LASA","Capacity","Engineer","05-21-08  Rec&#039d Application for Connection w/$225 Escrow, $1000 Plan Review Escrow, and Capacity Reserve Application and $.  
Will forward to Fran to deposit escrow monies, then to Scot for review and comment.
Will also forward to Scot the Capacity Reserve Application for review and approval (will hold the check on this until reviewed by Scot).


Comments by:Melissa Paules 5/27/2008 9:41:20 AM
------------------------------------------------------------
A second check was submitted for $15.96 to add to the $84.00 for the minimum 238/GPD @ $0.42/per GPD = $99.96 for Reservation of Capacity and approved by Scot.
Will forward both Checks to Fran to deposit, then back to Scot to prepare Capacity Request correspondence.

Comments by:Melissa Paules 6/4/2008 3:11:28 PM
------------------------------------------------------------
The applicant has walked away from this project as per Doug Matthews of David Miller/ Associates, Inc. 05/18/09 therefore, we will close the folder as per Scot.


Comments by:Melissa Paules 5/20/2009 8:28:12 AM
------------------------------------------------------------",,,"7","2","Kathleen Rye","Doug Matthews","Reservation Required, Development Review Fee, Final Plan Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-05-27","08641","2009-09-21","Open",,"David Miller Associates, Inc.","Wheatland Federal Credit Union","WEST HEMPFIELD TOWNSHIP"
"234","Granite Run Town Center","GPD","30062","C","LASA","Capacity","Engineer","06-04-08  Rec&#039d Application for connection.
06-06-08  Rec&#039d $225 Escrow for above.
06-09-08  Set up project folder, will forward to Fran to Deposit $, then to Scot for Review and Comment. 
Comments by:Melissa Paules 6/9/2008 10:28:54 AM
------------------------------------------------------------
It looks like Carerra street will be agandoned. Make sure these is right of way for the existing sewer lines in Carerra.
Comments by:Scot Fertich 6/13/2008 2:16:21 PM
------------------------------------------------------------",,,"7","4","Dan Dodge","Joel C. Gibbel PE","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-06-09","08642","2009-09-21","Open","3903116200000","Derck & Edson Associates","Berkshire Development LLC","MANHEIM TOWNSHIP"
"235","Marietta Ave 2 Existing Dwellings to Connect (3212 & 3228 Marietta Ave)","IDU","2","R","LASA","Construction","Engineer","06/12/08  Rec&#039d Application for Connection w/$225 Escrow, will forward to Fran to Deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 6/13/2008 10:18:20 AM
------------------------------------------------------------
04/15/11 (approx)  Project has been reopened, never connected.

Comments by:Melissa Paules 4/28/2011 2:38:31 PM
------------------------------------------------------------",,,"7","1",,"Mark Deimler","Reservation Required, Road Opening Permit, Rights of Way Received, Indemnification Needed, Final Inspection, Escrow Refunded","2008-06-13","08643","2011-04-28","Open","3003431000000","Strausser Surveying & Engineering, Inc.","John Speicher Jr","WEST HEMPFIELD TOWNSHIP"
"236","141 Manor Church Rd & 2 Sparrow Ln","IDU","2","R","LASA","Plan Review","Engineer","07/09/08  Rec&#039d Application for Connection w/$225 total Escrow (on 2 checks).
Also received plan review escrow w/$1,000.00 total Escrow (on 2 checks).
Also received Capacity Reserve Application w/fees of $200.00 requesting 2 IDU&#039s (on 2 checks).
This project is for 2 properties to connect.  They are splitting the costs in 1/2.

Will forward Esrow $ to Fran to deposit, then to Scot for review and comment along with Reservation of Capacity Application for review and comment.
 
Comments by:Melissa Paules 7/9/2008 2:13:11 PM
------------------------------------------------------------
This project is to serve two existing homes along Manor Church road. We will not require financial security because these lines are being built to serve an existing need and are not part of any planning process where the Municipal Planning Code would apply
Comments by:Scot Fertich 7/24/2008 2:03:09 PM
------------------------------------------------------------
Because this connection permits were issued already, don&#039t forget about the Right of Way&#039s needed for this project.

Comments by:Melissa Paules 8/26/2008 4:28:40 PM
------------------------------------------------------------
Letter requesting dedication given to Melissa.
Comments by:Mike Williams 12/30/2008 1:55:29 PM
------------------------------------------------------------",,,"2","5","Doug Funk","Doug Matthews","Reservation Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Board Approval, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2008-07-09","08644","2010-04-06","Open","4106550800000","David Miller Associates, Inc.","Doug Funk","MANOR TOWNSHIP"
"237","Garber Scale & Calibration","GPD","1250","I","Lancaster City","Closeout","Engineer","07/14/08  Rec&#039d Application for Connection w/$225 Escrow amount.  Also Rec&#039d Application for Reservation of Capacity w/$176.40 Fee amount.  Will forward to Fran to Deposit Escrow, then to Scot for review and comment on Capacity and Reservation of Capacity.

Comments by:Melissa Paules 7/14/2008 3:16:16 PM
------------------------------------------------------------
11/13/08  Rec&#039d $1000 Escrow amount and Plan set for review.  Will forward to Fran to Deposit Escrow then to Scot for review and comment.
Comments by:Melissa Paules 11/13/2008 9:55:48 AM
------------------------------------------------------------",,,"37","4","Ron Guenther","William Cromleigh","Reservation Required, Financial Security Required, Development Review Fee, Final Plan Approval, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-07-14","08645","2012-09-07","Open","3901733600000","David Miller Associates, Inc.","Garber Scale and Calibration","MANHEIM TOWNSHIP"
"238","Overlook Park Golf Maintenance Bldg","GPD","0","C","LASA","Plan Review","Engineer","07/30/08  Rec&#039d Application for Connection and Plan w/$1,000.00 Escrow to be split $225     for Application review and $775 for Plan Review.
Will forward to Fran to deposit $ then to Scot for review and comment.

Comments by:Melissa Paules 7/31/2008 3:44:23 PM
------------------------------------------------------------
Sewer designed for option of gravity and option of grinder pump. We will review this both ways.
Comments by:Scot Fertich 8/12/2008 3:04:38 PM
------------------------------------------------------------",,,"7","4","James M Martin","Benjamin Craddock","Development Review Fee, Final Plan Approval, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-07-31","08646","2009-09-30","Open","3901428900000","C.S. Davidson, Inc.","Manheim Township","MANHEIM TOWNSHIP"
"239","Moove In Storage","GPD","0","C","N/A","Plan Review","Engineer","08-05-08 Rec&#039d $225 Escrow (w/o application) and $1000.00 Escrow for plan review.   Created folder, will forward to Fran to deposit $ then to Scot for review and comment.
Emailed Application to Engineer to complete and return.
Comments by:Melissa Paules 8/6/2008 9:27:17 AM
------------------------------------------------------------
08/12/08 Rec&#039d Application for Connection via email.

Comments by:Melissa Paules 8/12/2008 8:33:18 AM
------------------------------------------------------------",,,"34","6","Bob Lepore","Doug Matthews","Reservation Required, Development Review Fee","2008-08-06","08647","2009-09-21","Open",,"David Miller Associates, Inc.","Bob Lepore","MANHEIM TOWNSHIP"
"240","Alpha Charlie Hangar","GPD","238","C","LASA","Closeout","Engineer","08/11/08  Rec&#039d Application for Connection w/$225 Escrow. Will forward to Fran to deposit $, then to Scot for Review and Comment.

Comments by:Melissa Paules 8/12/2008 11:50:01 AM
------------------------------------------------------------
30 Sep 08 The hanger will be served from a private well. After discussion with Scot and Kathy we will issue a permit for Commercial with minimum use.
Comments by:Mike Williams 9/30/2008 11:19:21 AM
------------------------------------------------------------",,,"7","4","Troy Abel","Greg Strausser","Reservation Required, Financial Security Required, Development Review Fee, Final Plan Approval, Planning Module Approved, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-08-12","08648","2011-08-11","Open","3901269100000","Strausser Surveying & Engineering, Inc.","Alpha  Charlie Inc.","MANHEIM TOWNSHIP"
"241","Norfolk Southern Dillerville Yard East @ F&M College","GPD","1150","C","Lancaster City","Construction","Engineer","08/20/08  Rec&#039d Application for Connection w/$225 Escrow check #3525.  Will forward to Fran to deposit $, then to Scot for Review and Comment.
Comments by:Melissa Paules 8/22/2008 8:59:29 AM
------------------------------------------------------------
12/22/08  Rec&#039d Reservation of Capacity Application and Payment.  Will forward to Scot 
                 for approval, then to Fran to Deposit $.
Comments by:Melissa Paules 12/22/2008 3:21:16 PM
------------------------------------------------------------",,,"44","4","Keith Orris","John F Legath Jr","Reservation Required, Financial Security Required, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2008-08-22","08649","2013-12-18","Open","3399256000000","Gannett Fleming Transit & Rail Systems","Franklin & Marshall College","MANHEIM TOWNSHIP"
"242","The Village at Funk&#039s Farm - Residential","IDU","0","R","N/A","Capacity","Engineer","08/12/08  Rec&#039d Application for Connection w/$225 Escrow.  Will forward to Fran to
                 Deposit $ then to Scot for Review and Comment.

Comments by:Melissa Paules 9/15/2008 8:44:44 AM
------------------------------------------------------------",,,"35","6","John Hogan","Jeremy Davis",,"2008-09-15","08650","2009-09-21","Open",,"David Miller Associates, Inc.","Hogan and Herr","MANOR TOWNSHIP"
